20000 2
1021 3872 1
-8756 6704 1
-5583 3303 1
-681 4624 1
-5747 9508 1
-9191 119 1
-9942 -9717 1
712 7163 1
-7585 -2629 1
-8022 9607 1
114 936 1
-7465 1725 1
-7254 6922 1
-7106 9981 1
-8595 6133 1
2439 9305 1
2022 6260 1
-8657 -2122 1
-5588 1631 1
460 2179 1
-9634 -1505 1
-7580 -8351 1
-7417 -5051 1
-158 6898 1
-6668 3057 1
-1190 -704 1
-6905 -527 1
-3338 1544 1
-5710 8248 1
-7912 -1510 1
-6839 -5014 1
-5838 -5675 1
-9805 4873 1
4123 8777 1
-9035 -5286 1
1434 6117 1
-7775 3114 1
-3409 9093 1
-2778 6350 1
-5416 6996 1
-6738 -2337 1
-1975 4976 1
-9124 2549 1
-7520 -1746 1
-7088 6745 1
-8305 9655 1
2922 7453 1
-7816 -7978 1
-1617 -1567 1
-4908 -2299 1
2802 6848 1
-8948 -1391 1
-5739 3904 1
-8895 -9411 1
-6617 -5027 1
-7317 -8312 1
-7215 4502 1
2828 8464 1
-1405 8927 1
-5706 8096 1
380 7115 1
-8709 -4968 1
-2197 7612 1
2706 3926 1
-7450 -1667 1
-3744 -378 1
-808 2562 1
-3110 6608 1
-541 2637 1
-2642 7228 1
-9941 -6171 1
-61 4126 1
-9618 4379 1
-5952 1409 1
-3643 3320 1
-8114 -848 1
-7681 -7896 1
-1647 4959 1
-8679 1756 1
5035 8855 1
3858 7817 1
-9976 8918 1
-1274 7216 1
-5007 9526 1
-7155 -3680 1
1830 5461 1
-6762 -4407 1
-2725 -2733 1
-7744 4853 1
-1029 6047 1
1558 9842 1
5122 7851 1
-9767 -9528 1
-6466 6020 1
2671 5402 1
-5867 9985 1
-7017 2713 1
-4573 5187 1
-4131 1050 1
-6324 -3213 1
-4067 -170 1
-8114 -1922 1
-7987 4751 1
685 3824 1
-2944 2837 1
1465 7155 1
1798 3645 1
1679 7606 1
-2506 -1805 1
-9946 -8794 1
-3142 -865 1
-1612 528 1
156 9270 1
-9850 -1380 1
-2079 -1951 1
-303 4137 1
-3116 2306 1
-3767 -4042 1
2227 8038 1
5176 7445 1
1209 4211 1
2719 9663 1
-4369 -5885 1
-6859 -1700 1
-8682 -9199 1
-5926 -358 1
-3722 -2087 1
-5209 8364 1
3173 7654 1
-2334 6882 1
-1334 -1020 1
-6717 -4059 1
-3043 -225 1
-4966 -3658 1
-7360 7442 1
6275 9325 1
-9986 -9022 1
1914 3308 1
-6844 1180 1
-5868 -3170 1
-5928 -4561 1
-4405 788 1
-5628 7826 1
-2440 5031 1
1028 6035 1
-1620 -1503 1
202 1168 1
-4821 9571 1
-4159 -1378 1
-7479 -4388 1
-2376 2867 1
-9288 -6231 1
-905 2138 1
-2094 -1640 1
-7218 -3795 1
3147 8175 1
-393 2020 1
-7032 -1270 1
-28 6644 1
-2920 2195 1
-1467 -553 1
-9919 -2144 1
2739 3928 1
1154 4101 1
-9345 6194 1
-1843 4682 1
-5529 -6803 1
-1746 4894 1
-9243 -9154 1
-9783 -5548 1
-7158 -8690 1
1794 6045 1
-8743 4888 1
-6364 1396 1
-9592 7913 1
-652 7514 1
-9684 5072 1
-3370 -956 1
-6115 -7320 1
1367 2991 1
4181 8363 1
-2963 -3630 1
-1724 -1188 1
-5846 1520 1
-6518 9464 1
-7785 -2492 1
669 5173 1
-1061 5864 1
-8068 1952 1
-4126 3078 1
-7207 5983 1
2056 8536 1
-5048 -4070 1
2462 8609 1
-4918 772 1
-4518 -2695 1
-7170 -9101 1
-6223 -6474 1
-7288 2842 1
-8711 4827 1
-6584 -3087 1
-7676 -8000 1
-7772 -17 1
-3802 -3311 1
-6102 3685 1
-3495 -1655 1
-3092 5783 1
749 2985 1
1290 2498 1
-5137 -3839 1
-3439 8384 1
-5204 -151 1
2818 6327 1
5033 9909 1
576 7447 1
-6538 -8877 1
-9947 -8292 1
-8497 5056 1
-1339 7886 1
-6074 -5092 1
4324 9086 1
-5646 9878 1
-8159 2382 1
-5172 -4726 1
-8512 9003 1
-9904 -4048 1
-6327 -8923 1
-9614 -3883 1
-101 9189 1
-7753 -1417 1
5523 7972 1
-9337 8600 1
-2560 1477 1
4169 7278 1
1403 4050 1
543 2053 1
-2169 573 1
1105 7054 1
-6172 -8137 1
1 2153 1
-6753 5874 1
4547 6566 1
-6397 -8217 1
-4012 580 1
932 7503 1
-3921 2557 1
-9931 -1703 1
-8574 -206 1
-5284 -7464 1
4017 8868 1
-1971 -1549 1
-5501 530 1
-6778 5327 1
-3438 2020 1
-9068 -9487 1
-8573 -7810 1
-5339 6062 1
-4084 -659 1
-8067 -1862 1
2823 9021 1
-9452 6236 1
-4601 2132 1
4863 7348 1
-5701 5651 1
-3285 -4522 1
-262 4646 1
-9767 -2054 1
-7924 1180 1
-7732 4045 1
1228 5355 1
5732 9600 1
-223 8273 1
-5622 1071 1
-8109 4361 1
-4374 258 1
4519 9781 1
1533 9921 1
1663 4860 1
3170 6822 1
-4322 2895 1
132 8284 1
6750 9833 1
-1220 2199 1
-5112 1595 1
3374 5854 1
-7684 -6213 1
-8788 5530 1
-8250 -1680 1
228 1198 1
4728 8606 1
-5860 4759 1
-8344 8028 1
-3665 2017 1
2577 6739 1
-5652 -4269 1
-9186 4861 1
-6207 6223 1
-1867 3657 1
-4055 8275 1
-1414 3312 1
-5349 -2991 1
-5461 658 1
-5123 7459 1
-200 4112 1
-3058 1948 1
-5112 -2780 1
-2521 9854 1
2255 5919 1
-8649 -2536 1
2297 9178 1
-4972 -3668 1
1767 2847 1
-1950 3972 1
-9081 3155 1
1507 6098 1
-7134 9437 1
-2864 -3749 1
-2929 9159 1
-3431 7385 1
-6363 5627 1
1453 8846 1
1218 5134 1
-6073 7925 1
-8231 -8830 1
-6516 9392 1
2083 4720 1
1877 6448 1
-8923 1604 1
-6296 -4449 1
-9695 -9507 1
938 8733 1
-9311 5059 1
-9153 5051 1
-7273 4565 1
3986 8641 1
-7954 -2928 1
-4217 6296 1
-7778 4686 1
-4486 5298 1
-9580 7962 1
-5824 4066 1
-5378 3382 1
-969 2848 1
-4809 4583 1
-6566 -1422 1
331 1330 1
-4495 -5761 1
-4803 -3434 1
-6526 6999 1
-2783 -3232 1
-6510 2052 1
-269 9406 1
-7247 -893 1
-5329 6646 1
-1602 -1168 1
-2432 8455 1
-6641 5796 1
-5894 -2801 1
-5942 3832 1
-7172 -9899 1
-468 5715 1
-4012 68 1
-1763 1300 1
-6870 9409 1
-20 7118 1
-2978 9316 1
-7555 -6530 1
-4177 -3218 1
4491 7327 1
-2091 8371 1
-8947 4924 1
-510 -551 1
-1849 7505 1
-9456 -6182 1
-9795 7462 1
-1600 2826 1
-7867 -8010 1
292 2163 1
-783 4673 1
-9088 507 1
-4838 6261 1
-1167 4012 1
-2738 9456 1
-7391 1448 1
-7572 7312 1
-9998 -9466 1
2977 7610 1
-3551 -3920 1
4324 7773 1
-1411 5616 1
-1477 5418 1
2211 8838 1
-9413 -3871 1
-5101 -2025 1
-742 8321 1
-2426 -1837 1
-6823 -5325 1
-4280 -623 1
-9467 -4327 1
234 1483 1
-8968 -5449 1
2178 6257 1
2622 8308 1
-8470 -6062 1
-5400 -3312 1
-27 1826 1
-7901 -9804 1
-8587 8965 1
-9426 1081 1
-2477 4863 1
-7028 -901 1
-1880 6634 1
-7203 8875 1
-9552 6765 1
-3845 3471 1
5817 9450 1
3082 9205 1
-3189 -4262 1
-7630 -6895 1
-288 6338 1
-1171 6826 1
-2815 -2161 1
-818 5008 1
-9150 6346 1
4935 9849 1
-6373 5912 1
-6994 -272 1
-4744 191 1
-7273 5400 1
-5135 -1335 1
-119 38 1
-6062 8225 1
-8054 -6029 1
-2284 1444 1
-4130 4267 1
-6341 7799 1
-1999 1829 1
-3857 -2848 1
-5628 -1506 1
-5240 1424 1
-7907 -2521 1
1787 3241 1
1060 8088 1
-1883 5447 1
-913 2750 1
412 9399 1
-4148 8521 1
-9542 6306 1
-4687 -5949 1
-8940 -4558 1
-9857 5714 1
-6993 -2822 1
-1793 7831 1
-6353 -4582 1
-2313 7978 1
-1822 -1140 1
-8338 9364 1
-7928 3434 1
-1918 6161 1
-6180 -4843 1
4509 8602 1
-5109 -6471 1
-3011 1332 1
-8097 -5695 1
-5773 3091 1
1219 3681 1
2148 6352 1
-6722 -6849 1
-7918 -9301 1
-9497 -6856 1
-3809 8868 1
-6615 -2797 1
-5513 -4291 1
3510 9065 1
-1107 223 1
-6151 7003 1
-6333 -6014 1
-5336 8554 1
-6593 7165 1
-7020 -996 1
-1823 8116 1
-9445 -6365 1
-7271 -1816 1
-8235 2492 1
-7768 -6868 1
1964 8266 1
-853 5531 1
-955 1803 1
-4765 4299 1
-7396 -4948 1
-6700 2184 1
-687 7525 1
-7235 7742 1
-4477 2569 1
-2433 8928 1
-5005 6412 1
-5311 9800 1
-7085 -2296 1
1504 2508 1
-6215 -5499 1
330 2111 1
-4394 -4901 1
-9446 7466 1
-8844 1014 1
-7835 -2130 1
3847 7121 1
98 4117 1
-6996 5073 1
-1336 5173 1
-3329 -4671 1
3148 9790 1
-9093 -7471 1
-5776 6209 1
-9863 -8182 1
1663 4640 1
-3863 5307 1
-9615 7953 1
-8754 4053 1
-3556 -166 1
-5316 9932 1
-9060 7551 1
-6042 -7053 1
3872 9832 1
-8918 7874 1
-2066 9985 1
-33 6484 1
-8968 1593 1
244 8359 1
-8423 -2624 1
-2095 6279 1
-6543 7016 1
2915 8511 1
-8221 188 1
-6698 -7915 1
-6486 5717 1
-9674 -2381 1
-9828 -2669 1
-491 9397 1
-2507 -2821 1
-7807 14 1
-7289 -4048 1
-183 7113 1
5025 7328 1
-9159 -7404 1
-7492 -1794 1
1740 6612 1
-3967 -2153 1
-6393 -990 1
-7367 -3692 1
5473 8444 1
-6169 -537 1
-3102 -2168 1
-8445 -6671 1
-8013 -8753 1
4468 7246 1
419 1096 1
-9275 8371 1
66 8297 1
-2956 -2419 1
-9751 7240 1
3138 8943 1
-8822 1487 1
2389 9267 1
2119 8129 1
-3532 -495 1
-8547 -3035 1
-2618 7371 1
-9193 2100 1
-6835 5203 1
-4812 9519 1
-6437 7418 1
-643 4442 1
2004 7795 1
-5719 -6361 1
-7047 -4222 1
-9027 6319 1
-6083 -3717 1
-8370 3880 1
-5299 -1049 1
-8675 7493 1
1728 9788 1
-357 -152 1
-9772 -9417 1
-8598 3259 1
-1289 1073 1
2977 9914 1
-7565 -6339 1
1820 3704 1
1972 6378 1
-9551 6288 1
1437 9731 1
5360 8499 1
-3814 -4973 1
-9781 9686 1
3978 5623 1
-8987 -391 1
-8149 635 1
-9614 -2510 1
-8796 1042 1
-7366 -254 1
-8922 -1119 1
-8708 -384 1
-9780 6558 1
-3753 6684 1
-8285 -6102 1
1279 3975 1
-1316 -834 1
-6776 8627 1
-6625 5613 1
1464 6728 1
-9674 4935 1
-6038 9706 1
1525 9845 1
-8651 7941 1
-9185 1501 1
-9525 -7514 1
-7443 -5983 1
-2427 2471 1
5367 9556 1
-9358 -6949 1
-5997 -1079 1
-1815 -1816 1
2996 9835 1
-9409 -7417 1
6374 9456 1
767 6128 1
-8525 -9574 1
-2751 -828 1
-8954 -6936 1
-1252 9723 1
-8596 7602 1
-4309 -3663 1
-8575 5896 1
-6434 8261 1
-7733 7215 1
-4561 -5919 1
-6384 -3448 1
-9035 -5210 1
2610 4887 1
-3193 1281 1
-111 8385 1
-9795 -4143 1
186 5145 1
3300 5016 1
-7116 -1381 1
-1945 5652 1
-5894 5245 1
6270 9406 1
1022 4020 1
-4322 -679 1
-6590 1933 1
-5434 6972 1
-8601 -7207 1
-4475 6514 1
-9859 3412 1
-4552 7869 1
-8589 983 1
-7906 8722 1
3995 8412 1
-8387 1395 1
3599 9620 1
-4076 8778 1
-7735 4906 1
-9180 -3733 1
3347 5458 1
-149 2057 1
-1945 6631 1
-2440 8351 1
-8374 -8069 1
-8207 -197 1
-162 9074 1
-6822 -8670 1
5127 8981 1
-4966 1858 1
-9912 5885 1
-6516 2771 1
-6762 -9523 1
-5700 -2216 1
2519 9591 1
-7687 -8545 1
-5152 -401 1
3726 9979 1
-5690 -81 1
-6817 -1487 1
-746 3675 1
-1613 3179 1
-8990 -3317 1
-6176 6002 1
-9951 -8999 1
-9908 5230 1
-471 6773 1
2737 9321 1
-6833 583 1
-2949 -3246 1
2251 4801 1
-9821 -8592 1
-2554 7401 1
-4935 -5238 1
-1578 7181 1
-7658 -9258 1
-8844 -8044 1
3365 6592 1
-5114 8442 1
3534 5456 1
-1375 3280 1
-6521 830 1
-9663 936 1
-9585 9396 1
-8528 9204 1
1643 7677 1
-7850 -5345 1
-2814 3970 1
-7714 -6416 1
-6350 9208 1
1601 3621 1
3371 8990 1
-7704 -6604 1
4729 5475 0
2440 -3120 0
-1272 -2503 0
9371 -6650 0
402 -8997 0
7742 -9698 0
2492 -2902 0
3832 -9048 0
7290 -2735 0
8117 -2362 0
1328 -2434 0
-504 -9295 0
-287 -6038 0
6364 6558 0
3577 -4330 0
2279 -7166 0
7071 2887 0
9438 8946 0
2898 -4417 0
-2563 -9596 0
7968 -2392 0
9954 -9812 0
8395 -3266 0
3963 -8160 0
5765 1952 0
8678 8167 0
1341 -9948 0
7645 7699 0
9657 -9083 0
-2476 -4193 0
8048 9152 0
-4076 -6998 0
8057 -1634 0
4844 -9522 0
-785 -1822 0
-1197 -6412 0
-487 -7722 0
5525 -6258 0
2667 1251 0
3793 -3838 0
-1532 -6436 0
4145 -9317 0
-2614 -9414 0
3020 -5200 0
4774 -2686 0
7168 -8994 0
170 -239 0
8512 -1730 0
-5727 -9722 0
8374 -8757 0
9353 -2869 0
8687 5102 0
8789 4187 0
9380 -3639 0
6134 -6578 0
2782 -298 0
6519 6378 0
3184 -780 0
8460 -5571 0
7945 1268 0
7509 5877 0
7450 -2311 0
7637 -3021 0
9668 6577 0
1104 1151 0
6017 -5564 0
9005 8061 0
1171 -6241 0
9249 2388 0
8032 -2669 0
8546 -7321 0
7508 -6254 0
5001 -917 0
-309 -9594 0
3551 -6228 0
3796 -4690 0
4258 2396 0
7791 -365 0
8030 -1696 0
5631 305 0
402 -8701 0
2822 266 0
3060 -7936 0
9709 4938 0
5366 1660 0
-1510 -3996 0
7748 -3189 0
71 -3472 0
1105 -2547 0
2796 53 0
8973 -77 0
8973 9529 0
-2785 -9332 0
8062 -7676 0
5363 -4947 0
751 -7473 0
6688 -4323 0
15 -6497 0
-382 -5861 0
-3225 -5357 0
7875 -8959 0
7613 -4826 0
-1723 -7889 0
4638 4096 0
7999 -1800 0
7740 4399 0
7632 4855 0
1098 -4379 0
8698 -9380 0
9008 -5468 0
9450 -5899 0
8484 3143 0
-4358 -7075 0
7325 396 0
6414 4363 0
5691 -2625 0
3509 1042 0
8364 -981 0
-2808 -8420 0
2082 -4774 0
6766 -3320 0
218 -211 0
2178 -4587 0
9861 6842 0
8719 2361 0
2898 1403 0
4186 3017 0
4357 -5860 0
5990 -3052 0
9684 7500 0
3377 -6130 0
-317 -901 0
8330 -9868 0
9846 -2062 0
-1467 -3229 0
3762 -6008 0
2559 -3288 0
-692 -6456 0
8656 -9566 0
7868 -287 0
6397 2247 0
8763 200 0
607 -9972 0
4731 1476 0
3088 1121 0
8725 6132 0
2531 -3318 0
8249 -9873 0
6744 -3483 0
6939 3401 0
6 -4419 0
7243 -9884 0
3955 3280 0
-1144 -4162 0
7834 -49 0
6723 -8512 0
3848 -7714 0
1639 -7804 0
4500 -9353 0
-4703 -6950 0
3171 -962 0
9825 -25 0
943 -1183 0
7145 2066 0
5334 6762 0
8274 -8370 0
8227 -1160 0
8385 3098 0
9987 -1997 0
-3777 -7623 0
7256 -4674 0
4441 1833 0
-2119 -6204 0
9580 -9237 0
-2903 -8862 0
6203 7320 0
4493 1222 0
-1002 -6131 0
-4341 -6879 0
4740 2383 0
9004 2767 0
5742 472 0
-588 -3581 0
3105 -4754 0
-5010 -9001 0
2436 -1671 0
5168 -58 0
7596 -8006 0
7201 -5775 0
2770 808 0
9350 -4256 0
9837 8359 0
7111 -8007 0
3898 -7703 0
-1247 -7631 0
-1756 -4181 0
4029 -8528 0
6805 5374 0
6421 2133 0
7416 -8912 0
4528 -5799 0
-1152 -7038 0
264 -5739 0
8258 -3269 0
817 1098 0
6690 2816 0
9142 5767 0
8306 9051 0
7042 7552 0
2136 2755 0
7075 625 0
1318 -5859 0
8839 -7874 0
7488 278 0
3684 -224 0
7043 6419 0
4882 1933 0
2470 -7438 0
8972 -8161 0
-5590 -8403 0
7161 6128 0
8862 -1745 0
9604 1156 0
7437 6632 0
-4501 -9047 0
7882 -1292 0
-1424 -7811 0
8718 7249 0
-2876 -4319 0
6761 4159 0
-702 -2793 0
6175 -2292 0
3941 4818 0
3347 -3401 0
5961 -7496 0
8950 9157 0
3946 -8685 0
-190 -9819 0
7721 -6066 0
8743 8068 0
6970 3380 0
9752 9041 0
-107 -5709 0
6592 4555 0
9211 -5401 0
8023 -4659 0
-1718 -9685 0
3792 3178 0
-774 -9399 0
5776 1028 0
1617 -5258 0
3606 -5141 0
3170 3931 0
-1702 -4897 0
5722 -6757 0
3079 -3858 0
4015 -8333 0
8010 -2847 0
7515 3825 0
1361 -8458 0
3751 -6112 0
6318 2881 0
5703 -6532 0
7064 -1558 0
7852 -2967 0
-6629 -9719 0
1367 -1233 0
4427 -174 0
6647 -1003 0
-1141 -1927 0
3489 -5139 0
8378 9612 0
9956 6691 0
5734 21 0
5419 -2081 0
1089 -4227 0
9849 -4062 0
9024 4783 0
7524 -5103 0
5742 815 0
-2626 -7115 0
7657 -8360 0
8451 -4361 0
8457 -3465 0
6483 8599 0
737 -9861 0
-2782 -7228 0
1177 -1182 0
9699 6988 0
2429 -9242 0
1372 -5430 0
389 -1842 0
2192 -2068 0
-1033 -9739 0
6884 546 0
7293 5584 0
8496 3721 0
7556 2904 0
-133 -2810 0
-5637 -8232 0
9664 6664 0
4242 -1005 0
7890 -9345 0
8203 6626 0
9033 -9003 0
5863 993 0
1964 -420 0
3293 -6137 0
9694 -5243 0
9782 -9731 0
7606 -9682 0
8413 -6685 0
5058 -9004 0
3838 -953 0
5139 -8254 0
9248 -5426 0
7382 6649 0
1722 -4801 0
1347 -1693 0
3597 2331 0
1756 -368 0
7007 -5269 0
5973 1174 0
-2535 -6733 0
783 -1966 0
5117 5440 0
4438 3070 0
7762 -6054 0
8725 6000 0
-1268 -5896 0
-5088 -9608 0
-6429 -9140 0
5034 2355 0
6451 -546 0
7191 -6535 0
-1657 -9384 0
5219 2995 0
2806 -9825 0
7830 -1825 0
3860 -4793 0
-2163 -7507 0
7576 8280 0
-2277 -8674 0
6898 -3766 0
6517 7589 0
-2162 -9601 0
5284 -888 0
3618 -4537 0
9496 -5635 0
8405 431 0
7521 4703 0
6437 3685 0
8148 -4507 0
2960 2750 0
8576 -841 0
-4260 -7258 0
1814 1014 0
5328 -9558 0
-1718 -2597 0
-3560 -7691 0
8985 7615 0
4065 -2141 0
8928 -5438 0
8151 5090 0
2823 -3582 0
-4983 -8115 0
9560 -5767 0
7646 7903 0
2507 -5431 0
-639 -3367 0
3015 1694 0
-240 -5287 0
7543 -439 0
-204 -3156 0
5187 -9282 0
4536 -1647 0
342 -4760 0
9219 -1942 0
6638 3004 0
-1657 -9880 0
8439 2388 0
5796 7859 0
8166 6478 0
3060 -1087 0
6187 -6797 0
8335 -9479 0
4875 -8530 0
6006 -2976 0
1019 -2021 0
4477 -3813 0
6450 -3774 0
6704 2610 0
7100 1815 0
5374 -8589 0
9115 6419 0
2986 -6985 0
8758 -127 0
2924 -1220 0
5636 -9428 0
3987 -18 0
9290 398 0
9312 8211 0
-897 -7841 0
9896 1829 0
3603 2813 0
7034 -9225 0
8863 9063 0
8803 7353 0
881 1033 0
9095 -7569 0
5891 -7255 0
7682 4622 0
7829 -9888 0
1825 -2989 0
3791 1798 0
1188 -1487 0
9951 2075 0
3560 -7270 0
8050 -1388 0
5743 -8456 0
6783 -126 0
-5633 -8844 0
4491 1926 0
7232 3913 0
-2370 -6239 0
9250 -5738 0
9226 6589 0
5019 -3567 0
4947 975 0
1623 -2798 0
6016 -8942 0
8087 -8693 0
-4320 -8849 0
7307 -3438 0
-537 -2036 0
6073 6578 0
2170 647 0
2845 -7592 0
3968 5533 0
1911 -9240 0
5970 -9323 0
1260 1105 0
8469 8035 0
6420 5651 0
9660 8865 0
5440 -4580 0
7686 -1508 0
4993 1651 0
4555 -3146 0
5598 997 0
4332 -8222 0
7731 -8229 0
1081 120 0
9307 -8370 0
-3165 -7321 0
769 -6071 0
9905 1167 0
-2379 -9108 0
8811 1987 0
-87 -374 0
7250 5121 0
3360 -2410 0
9919 -8616 0
2431 -3113 0
1800 -9952 0
6316 -4400 0
-5203 -8978 0
8151 1204 0
6817 6047 0
2214 -2445 0
9560 6884 0
6849 6756 0
-429 -8416 0
3859 -9310 0
7628 1113 0
903 -9385 0
8045 7090 0
2828 -8041 0
4832 -8841 0
860 705 0
3329 -6076 0
285 -5206 0
1283 -8089 0
9319 -7074 0
4501 -3438 0
-2535 -3934 0
-3368 -8229 0
3856 -1852 0
1467 1706 0
4886 2533 0
2666 -7071 0
3963 -1988 0
6035 1263 0
4954 1940 0
1531 352 0
6753 -9439 0
2134 -5827 0
-90 -4494 0
4998 -5011 0
329 -4378 0
150 -7468 0
4037 -4953 0
8022 1576 0
4736 -6479 0
5715 7518 0
2273 1210 0
2303 -8930 0
-1123 -3113 0
8460 3205 0
6586 -1266 0
-2526 -7529 0
6735 6688 0
7677 9670 0
7758 4160 0
6770 5565 0
1654 -3594 0
4192 -7569 0
-925 -3275 0
-2498 -5337 0
5916 1891 0
-3972 -8384 0
1808 -7297 0
9979 -2223 0
-3072 -7146 0
4459 -3567 0
9714 1221 0
8092 -8813 0
6383 8323 0
1453 -5559 0
5998 -7761 0
6751 448 0
8586 210 0
9829 413 0
8773 -7064 0
5759 1076 0
3617 -7657 0
-1412 -7937 0
583 -9375 0
3631 -9607 0
-349 -4679 0
-471 -8407 0
4111 -2876 0
8532 6193 0
8876 -782 0
9942 -1614 0
8580 -3699 0
-2040 -8762 0
-1886 -7411 0
7019 6618 0
5869 724 0
7053 -4415 0
8452 6292 0
3031 -9566 0
8423 4764 0
9290 2227 0
-51 -7108 0
4479 1701 0
8591 1050 0
6070 5673 0
5268 -5958 0
316 -1412 0
812 -5686 0
98 -2323 0
8167 4006 0
5338 5008 0
6727 8093 0
194 -4436 0
7037 6623 0
-4934 -9789 0
1157 -6098 0
3941 2453 0
6804 -4137 0
4404 4727 0
7473 4496 0
1920 -3236 0
7638 2700 0
3015 -4036 0
5566 4712 0
7104 9451 0
4745 6001 0
2771 -473 0
1430 -4313 0
9592 -1045 0
-4088 -9096 0
8234 -8015 0
988 -6669 0
2725 -8237 0
5345 -883 0
6566 -5119 0
470 -5217 0
1468 -5503 0
8358 540 0
5962 4594 0
9045 2681 0
262 -509 0
-4293 -6712 0
6036 -4111 0
4608 -4975 0
5032 -6543 0
7633 -5956 0
7569 440 0
8318 1175 0
9051 480 0
8428 9409 0
5159 594 0
5874 2916 0
7573 -2852 0
7582 -3441 0
9481 -1961 0
3755 -9026 0
1282 1781 0
9507 3397 0
3024 2602 0
-4245 -9725 0
2737 1475 0
9800 -2719 0
-2335 -7841 0
7486 -4121 0
1153 -5273 0
7136 -917 0
7625 -4740 0
7109 -5743 0
4133 -5615 0
-5507 -9320 0
1752 -4293 0
6015 -8877 0
7462 5365 0
8508 -5321 0
1422 -7874 0
5132 -3544 0
-2106 -3245 0
7006 -3793 0
875 -6565 0
7129 5824 0
-804 -5323 0
4129 2173 0
3481 4294 0
4097 -874 0
3614 -5648 0
3590 1202 0
9169 -8450 0
6591 4893 0
-5126 -9374 0
1975 -5742 0
4124 -6990 0
9750 6427 0
7652 2897 0
9728 7856 0
3439 -2076 0
7150 2448 0
5650 395 0
4348 -6173 0
9394 2102 0
1630 -6536 0
-3581 -6359 0
9362 -7132 0
4151 -2316 0
5977 -7974 0
8792 4059 0
8366 -227 0
2847 -8659 0
9505 -9050 0
4349 -2827 0
5654 4472 0
7499 -8206 0
4928 -310 0
9175 9331 0
6711 3036 0
9559 3056 0
5644 -2768 0
39 -9439 0
6173 -6205 0
1784 -1507 0
-71 -5460 0
2167 -5899 0
-716 -9607 0
3155 -6328 0
9840 8771 0
4660 -7001 0
6331 7360 0
-4442 -8179 0
7360 -2 0
7476 -5078 0
4265 -1256 0
8932 -1869 0
-1321 -8136 0
3826 4304 0
-2961 -8884 0
4071 3584 0
1626 1632 0
6766 -5143 0
-2481 -8055 0
1978 -7804 0
4630 548 0
-1555 -4921 0
7071 2499 0
230 -1398 0
-459 -3166 0
4292 -3416 0
6909 943 0
8840 -6200 0
4196 3118 0
8142 3823 0
4092 -6874 0
9511 3838 0
7626 -1490 0
4883 -1319 0
3315 2467 0
9095 -5741 0
8353 2825 0
6121 -2364 0
6692 -9077 0
2321 -7973 0
9160 51 0
1615 89 0
5421 1717 0
712 -4392 0
9760 -2375 0
-1863 -2866 0
184 29 0
7574 577 0
-1718 -2456 0
-4716 -7231 0
-3361 -5486 0
2651 -3085 0
-4811 -8732 0
4606 -2921 0
3131 -6309 0
185 -2797 0
4610 1027 0
5021 -9679 0
9693 -4507 0
5014 4179 0
7706 -6405 0
-3701 -9491 0
9873 -360 0
94 -1345 0
1451 -1294 0
-579 -8442 0
4461 -8610 0
-3240 -7479 0
-31 -6253 0
-1918 -6360 0
-3673 -9012 0
-3620 -5554 0
9537 -9154 0
4426 -9057 0
8334 -2548 0
5572 -4335 0
7437 -9710 0
-2660 -5465 0
8897 -7224 0
6956 7668 0
-1448 -3615 0
3055 -9740 0
7819 -834 0
1532 -1515 0
7787 2631 0
7321 7475 0
5253 -859 0
2910 -5638 0
9445 5558 0
6469 -7872 0
8199 3460 0
7889 2767 0
7836 -1100 0
9394 -8545 0
-1259 -3750 0
7559 7068 0
7485 -4678 0
-2466 -7118 0
-4603 -8275 0
3192 -735 0
9240 4094 0
5561 -4258 0
5357 -6467 0
3265 -2661 0
5560 6176 0
6785 2045 0
8558 -2501 0
2361 -6518 0
1289 -7519 0
9210 6192 0
4899 1507 0
6775 -7007 0
984 -8785 0
7170 977 0
2575 -9092 0
6426 -1652 0
-1488 -9187 0
8531 -7232 0
-378 -7345 0
2189 3071 0
4839 5469 0
6016 8433 0
-865 -8807 0
5643 1056 0
1203 -2216 0
-2398 -7335 0
2944 -8662 0
7643 7256 0
-4673 -8748 0
3847 -2721 0
4349 -3811 0
3961 -1091 0
4506 1043 0
8507 -9216 0
3742 -4691 0
4109 -4744 0
7804 6673 0
6640 6508 0
4965 3028 0
8072 2340 0
-616 -2131 0
7849 7404 0
9265 -1730 0
6078 -9485 0
2595 -8139 0
-4344 -7766 0
7997 5346 0
-1105 -8319 0
7344 5478 0
9514 4347 0
2750 -495 0
4136 4282 0
9238 -1266 0
7283 -4706 0
3106 3951 0
6029 1497 0
2063 -1847 0
6717 9309 0
9551 1075 0
5794 1164 0
8225 5399 0
-4227 -7023 0
-871 -3635 0
5092 3182 0
7756 6753 0
8246 2593 0
5184 -2089 0
1306 -9446 0
4389 395 0
9164 -9671 0
7454 347 0
2847 -8322 0
9130 4636 0
3310 -5960 0
8529 -9426 0
9519 3385 0
1412 -4246 0
3255 -8669 0
6923 3466 0
5374 -376 0
9097 9517 0
-1601 -8855 0
9445 3502 0
8225 -5884 0
6494 -7408 0
9831 9278 0
2876 -1464 0
2722 -1016 0
8974 -6263 0
3597 -5198 0
1365 -6262 0
-2676 -4782 0
7574 8813 0
6035 -4377 0
8518 -4384 0
-238 -6742 0
4765 -7145 0
2558 -6158 0
6433 -9210 0
-1730 -3084 0
765 -5383 0
8292 -2693 0
